SP_ID;AGEFLOW_MAX;AGEFLOW_MIN;APOM;CATTLE;CHANGE_TENDENCY_INDK;CLONAab;CLONAbel;CLONRATE;CNRATIO;C_Plant;DEER;DIASPTYPE;DICH;DISP;DISP_INDK;DISP_VITTOZ;DNA;ECOLOGICAL_GRP_INDK;ELLAER_INDK;ELLAER_INDK_VAR;ELLCONT;ELLCONT_INDK;ELLHUMUS_INDK;ELLHUMUS_INDK_VAR;ELLLITE;ELLMOIST;ELLMOIST_INDK;ELLMOIST_INDK_VAR;ELLMOISTVAR_INDK;ELLNIT;ELLNIT_INDK_VAR;ELLPH;ELLREAC_INDK;ELLREAC_INDK_VAR;ELLSALT;ELLSALT_INDK;ELLTEMP;ELLTEMP_INDK;ENDEM;FECUNDITY;FLONSET_END_INDK;FRUIT;GERMRATE;GERMREQ;GRAZ;GROWTHF;IMMIG_INVASIV_INDK;INFLO_DETAIL;INFLO_SIMPLE;L_ANAT;L_ANGLE;L_AREA;LATSPR;LCCp;LD13C;LD15N;LDMC;L_DRYM;Leaf_T_Strength;L_FORM;L_FRESHM;LIFESPAN;LKC;L_LONG;LNC;LPC;LPERST_INDK;L_THICK;MAX_AGE;MEDIC_POISON_FX_INDK;MOW;MOW_TOLERANCE_INDK;MYCORR;NATURAL;NBCHROM;N_Plant;NUTR;Palatability;PL_H_flora_MIN;PLOIDY;PL_REPR_H;PL_VEG_H;PL_VEG_H_max;POLL_2ND_INDK;POLL_MAIN_INDK;REPROD_INDK;REPSTRAT;ROOT_DEPTH_INDK;ROOTMET;ROSET;SEEDH;SEEDL;SEED_LONGEVITY_INDK;SEEDM;SEEDPROD;SEEDW;SLA;TAPROOT;WOODY
122;NA;NA;NA;NA;=;NA;NA;NA;NA;NA;NA;NA;NA;Endozoochory;endochory;6;NA;NA;2;small_variation_(I);NA;3;2;small_variation_(I);8;NA;1;small_variation_(I);1;NA;small_variation_(I);NA;4;small_variation_(I);NA;NA;NA;5;NA;NA;July;Drupe;NA;NA;NA;NA;idiochorophytes_or_indigenes;simple_raceme;raceme;NA;NA;27.8475;NA;500.0435638;NA;NA;484.0713225;0.35312;NA;NA;0.72545;NA;NA;NA;11.87270284;NA;decidous;NA;12;medicinal;NA;NA;NA;Indigenous;NA;NA;Chlorophyllian;NA;150;NA;155;165;500;NA;NA;unisexual_and_dioecious;Polycarpic;NA;NA;NA;NA;NA;NA;39.385;NA;NA;7.66241064;NA;Frutescent
127;NA;NA;NA;NA;<;NA;NA;NA;NA;NA;NA;NA;NA;NA;meteorochory;NA;NA;pioneer_plants_of_low_elevation;2;small_variation_(I);NA;2;2;small_variation_(I);NA;NA;2;small_variation_(I);1;NA;small_variation_(I);NA;3;small_variation_(I);NA;NA;NA;4.5;NA;NA;July;NA;NA;NA;NA;NA;invasive_neophytes_(_agressive_);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;decidous;NA;100;edible;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;entomogamous;unisexual_and_dioecious;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
140;NA;1;NA;NA;=;NA;NA;NA;NA;NA;NA;generative_dispersule;homogamous_protandrous_protogynous;Unassisted_dispersal;anthropochory_meteorochory;7;NA;weeds_and_ruderal_plants;1;large_variation_(II);3;3;2;small_variation_(I);6;4.5;3;small_variation_(I);2;6;small_variation_(I);7.5;4;small_variation_(I);0;NA;6;3;NA;NA;October;Achene;NA;Chilling;NA;NA;NA;umbel_of_umbellules;umbel;mesomorphic;NA;18.145;NA;NA;NA;NA;195.5;0.086199294;NA;bipinnate;NA;annual;NA;persistent_green;NA;NA;wintergreen;NA;NA;weakly_to_moderately_poisonous;NA;NA;Arbuscular_AM;Indigenous;10.5;NA;Chlorophyllian;NA;30;diploid;52.5;51.5;50;NA;NA;hermaphroditic_and_normal_sexual;Monocarpic;2.5;NA;Erosulate_plant_Hemirosette_plant;1.15;3.3;4;1.633;NA;2.23;29.1;yes;Herbaceous
144;NA;NA;NA;NA;=;NA;NA;NA;NA;NA;NA;NA;NA;Unassisted_dispersal;anthropochory_meteorochory;7;NA;weeds_and_ruderal_plants;1;large_variation_(II);NA;3;2;small_variation_(I);5;NA;3;small_variation_(I);2;NA;small_variation_(I);NA;4;small_variation_(I);NA;NA;NA;3;NA;NA;October;Achene;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;wintergreen;NA;NA;weakly_to_moderately_poisonous;NA;NA;NA;Indigenous;NA;NA;Chlorophyllian;NA;70;NA;NA;80;100;NA;NA;hermaphroditic_and_normal_sexual;NA;2.5;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;Herbaceous
149;NA;NA;NA;NA;=;NA;NA;NA;NA;NA;NA;generative_dispersule_one-seeded_generative_dispersule;protandrous;Unassisted_dispersal;anthropochory;2;NA;weeds_and_ruderal_plants;2;small_variation_(I);3;2;2;small_variation_(I);7.5;4;2;small_variation_(I);1;7;small_variation_(I);8;3;small_variation_(I);NA;NA;8;5;NA;NA;October;Achene;NA;NA;NA;NA;presumably_indigenous_in_some_areas_of_the_study_region_and_widely_spread_later_but_before_1500_AD;umbel_of_umbellules;umbel;mesomorphic_scleromorphic;NA;0.8;NA;NA;NA;NA;141.94;0.00215;NA;pinnate;NA;annual;NA;NA;NA;NA;decidous;NA;NA;weakly_to_moderately_poisonous;NA;NA;NA;Indigenous;11;NA;Chlorophyllian;NA;40;diploid;45.5;55;70;NA;entomogamous;facultatively_apomictic_hermaphroditic_and_normal_sexual;Monocarpic;NA;NA;Hemirosette_plant;0.62;2.02;NA;0.556;NA;0.76;34.31;NA;Herbaceous
154;NA;NA;NA;NA;=;NA;NA;NA;NA;NA;NA;NA;NA;NA;anthropochory;NA;NA;weeds_and_ruderal_plants;1;small_variation_(I);NA;4;2;small_variation_(I);NA;NA;2;small_variation_(I);2;NA;small_variation_(I);NA;3;small_variation_(I);NA;NA;NA;5;NA;NA;October;NA;NA;NA;NA;NA;archaeophytes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;decidous;NA;NA;edible_medicinal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;entomogamous;entomogamous;hermaphroditic_and_normal_sexual;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
156;NA;NA;NA;NA;<;NA;NA;NA;NA;NA;NA;NA;NA;NA;meteorochory;NA;NA;NA;1;small_variation_(I);NA;3;2;small_variation_(I);NA;NA;4.5;small_variation_(I);2;NA;small_variation_(I);NA;3;large_variation_(II);NA;salt_tolerant;NA;2.5;NA;NA;August;NA;NA;NA;NA;NA;presumably_indigenous_in_some_areas_of_the_study_region_and_widely_spread_later_but_after_1500_AD;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;partly_wintergreen;NA;NA;edible_medicinal;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;entomogamous;entomogamous;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
161;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
162;NA;NA;NA;NA;<;NA;NA;NA;NA;NA;NA;NA;homogamous;Exozoochory;anthropochory_epichory;6;NA;weeds_and_ruderal_plants;2;small_variation_(I);2;2;2;small_variation_(I);7;5;3;small_variation_(I);1;5.5;small_variation_(I);6;2;small_variation_(I);0;salt_tolerant;6;5;NA;NA;June;Achene;NA;NA;NA;NA;presumably_indigenous_in_some_areas_of_the_study_region_and_widely_spread_later_but_after_1500_AD;umbel_of_umbellules;umbel;mesomorphic;NA;32.3;NA;NA;NA;NA;166.63;0.08863;NA;bipinnate;NA;annual;NA;overwintering_green;NA;NA;decidous;NA;NA;edible;NA;NA;NA;Indigenous;8;NA;Chlorophyllian;NA;15;diploid;43.25;38;40;entomogamous;autogamous;polysexual;NA;NA;NA;Hemirosette_plant;0.85;3.77;3;1.21;NA;0.96;33.945;NA;Herbaceous
163;NA;NA;NA;NA;=;NA;NA;NA;NA;NA;NA;generative_dispersule;protandrous;Unassisted_dispersal;boleochory_epichory;2;NA;weeds_and_ruderal_plants;2;small_variation_(I);6;4;2;small_variation_(I);5.5;5;3;small_variation_(I);1;8;small_variation_(I);NA;3;small_variation_(I);NA;NA;7;4;NA;NA;August;Achene;NA;NA;NA;NA;archaeophytes;umbel_of_umbellules;umbel;hygromorphic_mesomorphic;NA;5.92;NA;NA;NA;NA;168.15;0.010825;NA;bipinnate;NA;annual;NA;overwintering_green;NA;NA;decidous_partly_wintergreen;NA;NA;edible_medicinal;NA;NA;NA;Exogenous;9;NA;Chlorophyllian;NA;35;diploid;43.5;40;60;entomogamous;entomogamous;polysexual;NA;NA;NA;Hemirosette_plant;0.68;8.09;NA;2.174;NA;0.81;52.68;NA;Herbaceous
167;NA;NA;NA;NA;=;NA;NA;NA;NA;NA;NA;NA;protandrous;Unassisted_dispersal;endochory_epichory;2;NA;forest_plants;2;small_variation_(I);4;2;2;small_variation_(I);4.5;6;4;small_variation_(I);2;8;small_variation_(I);8;4;large_variation_(II);NA;NA;4;2.5;NA;NA;June;Achene;NA;NA;NA;NA;idiochorophytes_or_indigenes;umbel_of_umbellules;umbel;hygromorphic;NA;82.84;NA;NA;NA;NA;215.765;0.449595;NA;bipinnate;NA;pluriennial;NA;summer_green;NA;NA;partly_wintergreen;NA;NA;edible;NA;3;NA;Indigenous;8;NA;Chlorophyllian;NA;60;diploid;NA;69;90;NA;entomogamous;polysexual;NA;NA;NA;Hemirosette_plant;1;7.43;NA;3.358;NA;1.02;21.825;NA;Herbaceous
170;NA;NA;NA;NA;=;NA;NA;NA;NA;NA;NA;NA;NA;Unassisted_dispersal;endochory_epichory;7;NA;NA;3;small_variation_(I);NA;4;1;small_variation_(I);7;NA;3;small_variation_(I);2;NA;small_variation_(I);NA;5;small_variation_(I);NA;NA;NA;2;NA;NA;July;Achene;NA;NA;NA;NA;idiochorophytes_or_indigenes;umbel_of_umbellules;umbel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;partly_wintergreen;NA;NA;medicinal;NA;2;NA;Indigenous;NA;NA;Chlorophyllian;NA;30;NA;NA;40;50;NA;NA;polysexual;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Herbaceous
171;NA;2;NA;intermediate_forage_value;=;Rooting_stems;NA;1;NA;NA;NA;NA;protandrous;Unassisted_dispersal;endochory_epichory;7;3.4;fertilized_meadow_plants;2;small_variation_(I);5;3;2;small_variation_(I);6.5;5;3;small_variation_(I);1;8;small_variation_(I);NA;3;large_variation_(II);NA;NA;NA;3.5;NA;NA;September;Achene;NA;Chilling;sensitive;NA;presumably_indigenous_in_some_areas_of_the_study_region_and_widely_spread_later_but_after_1500_AD;umbel_of_umbellules;umbel;hygromorphic_mesomorphic;NA;NA;NA;NA;NA;NA;NA;NA;NA;bipinnate;NA;pluriennial;NA;summer_green;NA;NA;partly_wintergreen;NA;NA;edible_medicinal;NA;4;NA;Indigenous;8;NA;Chlorophyllian;NA;60;diploid;NA;75;100;entomogamous;entomogamous_ornithophilous;polysexual;Polycarpic;3.5;Primary_storage_root_Secondary_storage_root;Hemirosette_plant_Rosette_plant;NA;NA;2;NA;NA;NA;NA;no_yes;Herbaceous
178;NA;NA;NA;NA;=;NA;NA;NA;NA;NA;NA;NA;NA;NA;anthropochory_epichory;NA;NA;weeds_and_ruderal_plants;1;small_variation_(I);NA;2;3;small_variation_(I);NA;NA;4;small_variation_(I);2;NA;small_variation_(I);NA;4;small_variation_(I);NA;salt_dependant;NA;4;NA;NA;October;NA;NA;NA;NA;NA;young_species_(archaeophytes);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;wintergreen;NA;NA;edible_medicinal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;entomogamous;autogamous;hermaphroditic_and_normal_sexual;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA
182;NA;NA;NA;NA;>;Stolons;NA;NA;NA;NA;NA;NA;protandrous;Hydrochory;epichory_hydrochory;1;NA;NA;1;small_variation_(I);2;2;3;small_variation_(I);7;10;5;small_variation_(I);3;3;small_variation_(I);6;3;small_variation_(I);0;salt_tolerant;6;5;NA;NA;June;Achene;NA;NA;NA;NA;idiochorophytes_or_indigenes;NA;NA;helomorphic;NA;0.425;NA;NA;NA;NA;130.37;0.00105;NA;pinnate;NA;pluriennial;NA;persistent_green;NA;NA;wintergreen;NA;NA;NA;NA;NA;NA;Indigenous;11;NA;Chlorophyllian;NA;NA;diploid;NA;26.5;NA;NA;autogamous_entomogamous;hermaphroditic_and_normal_sexual;Polycarpic;NA;NA;Erosulate_plant_Rosette_plant;0.75;2.75;NA;0.4802;NA;0.8;40.71;NA;Herbaceous
184;NA;NA;NA;NA;>;Stolons_Transportable_diaspores;NA;NA;NA;NA;NA;NA;protandrous;Hydrochory;boleochory_epichory;1;1.6;water_plants;1;small_variation_(I);3;1;2;small_variation_(I);7;10;4.5;small_variation_(I);3;6.5;small_variation_(I);7;3;large_variation_(II);0;NA;8;4.5;NA;NA;August;Achene;NA;Immediate_germination;NA;NA;idiochorophytes_or_indigenes;NA;NA;helomorphic;NA;49.725;NA;NA;NA;NA;110;0.10051004;NA;pinnate;NA;pluriennial;NA;persistent_green;NA;NA;partly_wintergreen;NA;NA;edible;NA;NA;NA;Indigenous;11;NA;Chlorophyllian;NA;20;diploid;NA;42.5;60;NA;entomogamous;hermaphroditic_and_normal_sexual;Polycarpic;NA;NA;Erosulate_plant_Hemirosette_plant;NA;1.88;4;0.53;NA;1;61.95;NA;Herbaceous
188;NA;NA;NA;NA;>;NA;NA;NA;NA;NA;NA;NA;NA;Unassisted_dispersal;boleochory_epichory;1;NA;wetland_plants;1;small_variation_(I);3;2;2;small_variation_(I);8;8;4.5;small_variation_(I);3;7;small_variation_(I);7;4;small_variation_(I);0;salt_tolerant;6;4;NA;NA;August;Achene;NA;NA;NA;NA;idiochorophytes_or_indigenes;NA;NA;helomorphic;NA;10.91;NA;NA;NA;NA;NA;NA;NA;pinnate;NA;pluriennial;NA;persistent_green;NA;NA;partly_wintergreen;NA;NA;edible;NA;NA;NA;Indigenous;9.5;NA;Chlorophyllian;NA;5;diploid;NA;20;12;NA;autogamous_entomogamous;hermaphroditic_and_normal_sexual;NA;NA;NA;Erosulate_plant;0.65;1.05;NA;0.2208;NA;0.65;NA;NA;Herbaceous
190;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;446.1071014;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;27.4616456;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
192;NA;NA;NA;NA;=;NA;NA;NA;NA;NA;NA;NA;NA;NA;boleochory_epichory;NA;NA;mountain_plants;1;small_variation_(I);NA;3;2;small_variation_(I);NA;NA;3.5;small_variation_(I);1;NA;small_variation_(I);NA;4;small_variation_(I);NA;NA;NA;2.5;NA;NA;August;NA;NA;NA;NA;NA;idiochorophytes_or_indigenes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;decidous;NA;2;medicinal;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;polysexual;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
193;10;6;NA;no_or_little_forage_value;=;NA;NA;NA;NA;NA;NA;NA;protandrous;Unassisted_dispersal;boleochory_epichory;NA;NA;mountain_plants;1;small_variation_(I);4;3;2;small_variation_(I);6;6;3.5;small_variation_(I);1;5;small_variation_(I);8;4;small_variation_(I);NA;NA;4;2.5;NA;2000;August;Achene;NA;NA;NA;NA;idiochorophytes_or_indigenes;umbel_of_umbellules;umbel;hygromorphic_mesomorphic;NA;118.06;NA;NA;NA;NA;175.585;0.443775;NA;palmate;NA;pluriennial;NA;summer_green;NA;NA;decidous;NA;2;medicinal;sensitive;2;NA;Indigenous;7;NA;Chlorophyllian;NA;40;diploid_tetraploid;60;51.5;60;NA;NA;polysexual;NA;3;NA;Hemirosette_plant;1.3;5.9;NA;3.19;NA;2.16;24.385;NA;Herbaceous
197;NA;NA;NA;NA;=;NA;NA;NA;17.30185115;NA;NA;NA;NA;Unassisted_dispersal;boleochory_epichory;6;NA;mountain_plants;1;small_variation_(I);NA;3;3;small_variation_(I);7;NA;3;small_variation_(I);1;NA;small_variation_(I);NA;2;small_variation_(I);NA;NA;NA;2.5;NA;NA;August;Achene;NA;NA;NA;NA;idiochorophytes_or_indigenes;umbel_of_umbellules;umbel;NA;NA;13.425;NA;423.9559174;NA;NA;194.0952045;0.0378;NA;NA;0.19059;NA;NA;NA;24.31467652;NA;decidous;NA;7;NA;NA;1;NA;Indigenous;NA;NA;Chlorophyllian;NA;20;NA;25;10;15;NA;entomogamous;polysexual;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;36.51464408;NA;Herbaceous
199;5;3;NA;NA;=;NA;NA;NA;NA;NA;NA;NA;NA;Unassisted_dispersal;boleochory;1;NA;mountain_plants;3;small_variation_(I);NA;4;1;small_variation_(I);8;NA;2;small_variation_(I);1;NA;small_variation_(I);NA;5;small_variation_(I);NA;NA;NA;2;NA;2000;July;Achene;NA;NA;NA;NA;idiochorophytes_or_indigenes;umbel_of_umbellules;umbel;mesomorphic_scleromorphic;NA;14.12;NA;428.1596375;NA;NA;205.7190961;0.19264;NA;bipinnate;0.9824;pluriennial;NA;persistent_green;29.01171684;NA;wintergreen;NA;4;edible_medicinal;NA;NA;NA;Indigenous;NA;NA;Chlorophyllian;3;15;NA;17.75;8.3;25;NA;NA;hermaphroditic_and_normal_sexual;NA;4;NA;Hemirosette_plant;0.96;5.94;NA;2.12;NA;1.61;7.359026242;NA;Herbaceous
205;NA;NA;NA;NA;>;NA;Stem-derived_rhizomes;6;NA;NA;NA;NA;NA;Unassisted_dispersal;hydrochory;3;NA;water_plants;1;small_variation_(I);3;3;2;small_variation_(I);8;10;5;small_variation_(I);3;6.5;small_variation_(I);7.5;4;large_variation_(II);0;NA;6;3.5;NA;NA;August;Achene;NA;Immediate_germination;NA;NA;idiochorophytes_or_indigenes;umbel_of_umbellules;umbel;helomorphic;NA;37.455;NA;NA;NA;NA;96.66;0.160633525;NA;pinnate;NA;pluriennial;NA;persistent_green;NA;NA;wintergreen;NA;NA;weakly_to_moderately_poisonous;NA;NA;NA;Indigenous;9;NA;Chlorophyllian;NA;25;diploid;60;44;50;NA;entomogamous;hermaphroditic_and_normal_sexual;Polycarpic;1.5;NA;Erosulate_plant;1.02;1.81;NA;0.89;NA;1.05;33.66;NA;Herbaceous
208;NA;NA;NA;NA;>;NA;NA;NA;NA;NA;NA;NA;NA;Unassisted_dispersal;boleochory_epichory;7;NA;weeds_and_ruderal_plants;2;large_variation_(II);4;3;1;small_variation_(I);7;3;2;small_variation_(I);2;NA;large_variation_(II);9;4;small_variation_(I);NA;NA;7;5;NA;NA;August;Achene;NA;NA;NA;NA;archaeophytes_neophytes;umbel_of_umbellules;umbel;mesomorphic;NA;13.62;NA;NA;NA;NA;126.92;0.030075;NA;bipinnate;NA;annual;NA;summer_green;NA;NA;decidous;NA;1;edible;NA;NA;NA;Indigenous;10.5;NA;Chlorophyllian;NA;30;diploid;42;40;50;NA;autogamous_entomogamous;polysexual;NA;NA;NA;Hemirosette_plant;3.28;3.5;NA;11.19;NA;3.32;43.87;NA;Herbaceous
209;NA;NA;NA;NA;=;NA;NA;NA;NA;NA;NA;NA;NA;Unassisted_dispersal;boleochory_epichory;2;NA;weeds_and_ruderal_plants;2;large_variation_(II);NA;3;1;small_variation_(I);7;NA;2;small_variation_(I);2;NA;small_variation_(I);NA;4;small_variation_(I);NA;NA;NA;5;NA;NA;June;Achene;NA;NA;NA;NA;archaeophytes;umbel_of_umbellules;umbel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;decidous;NA;NA;edible;NA;NA;NA;Indigenous;NA;NA;Chlorophyllian;NA;30;NA;NA;40;50;NA;NA;polysexual;NA;NA;NA;NA;NA;NA;NA;6.39;NA;NA;NA;NA;Herbaceous
215;NA;NA;NA;NA;>;NA;NA;NA;NA;NA;NA;NA;NA;Unassisted_dispersal;boleochory_epichory;7;NA;unfertilized_dry_meadows;2;small_variation_(I);2;2;2;small_variation_(I);7;4;2;small_variation_(I);1;4;small_variation_(I);9;4;small_variation_(I);0;NA;7;4.5;NA;NA;July;Achene;NA;NA;NA;NA;idiochorophytes_or_indigenes;umbel_of_umbellules;umbel;NA;NA;7.44;NA;NA;NA;NA;150.1;0.03788;NA;bipinnate;NA;pluriennial;NA;summer_green;NA;NA;decidous;NA;NA;edible;NA;NA;NA;Indigenous;10.5;NA;Chlorophyllian;NA;20;diploid;40;30;45;NA;entomogamous;polysexual;NA;NA;NA;Hemirosette_plant;0.79;3.47;NA;1.406;NA;1.03;17.71;NA;Herbaceous
226;NA;NA;NA;NA;>;NA;NA;NA;NA;NA;NA;NA;NA;Unassisted_dispersal;boleochory_epichory;2;NA;NA;2;small_variation_(I);NA;3;2;small_variation_(I);7;NA;2.5;small_variation_(I);1;NA;small_variation_(I);NA;4;small_variation_(I);NA;NA;NA;2.5;West_Alpine_orophyte;NA;August;Achene;NA;NA;NA;NA;idiochorophytes_or_indigenes;umbel_of_umbellules;umbel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;decidous;NA;NA;edible;NA;2;NA;Indigenous;NA;NA;Chlorophyllian;NA;45;NA;NA;60;75;NA;NA;hermaphroditic_and_normal_sexual;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Herbaceous
229;NA;NA;NA;NA;>;NA;NA;NA;NA;NA;NA;NA;NA;Unassisted_dispersal;boleochory_epichory;1;NA;NA;3;small_variation_(I);NA;2;1;small_variation_(I);8.5;3;1.5;small_variation_(I);1;2;small_variation_(I);8;4;small_variation_(I);0;NA;NA;4.5;NA;NA;July;Achene;NA;NA;NA;NA;idiochorophytes_or_indigenes;umbel_of_umbellules;umbel;NA;NA;5.53;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;decidous;NA;1;NA;NA;1;NA;Indigenous;NA;NA;Chlorophyllian;NA;6;NA;26.5;22.75;15;NA;NA;hermaphroditic_and_normal_sexual;NA;NA;NA;NA;NA;NA;NA;0.386;NA;NA;NA;NA;Herbaceous
233;NA;NA;NA;NA;>;NA;NA;NA;NA;NA;NA;one-seeded_generative_dispersule;NA;Unassisted_dispersal;boleochory_epichory;2;NA;unfertilized_dry_meadows;2;small_variation_(I);NA;4;2;small_variation_(I);6;3;2.5;small_variation_(I);1;3;small_variation_(I);9;4;small_variation_(I);0;NA;NA;4;NA;NA;September;Achene;NA;NA;NA;NA;presumably_indigenous_in_some_areas_of_the_study_region_and_widely_spread_later_but_before_1500_AD;NA;NA;NA;NA;14.05;NA;445.1433563;NA;NA;261.5642239;0.06247;NA;NA;0.2221;NA;NA;NA;21.61280155;NA;decidous;NA;NA;edible;NA;2;NA;Indigenous;NA;NA;Chlorophyllian;NA;40;NA;57.5;54;60;NA;NA;hermaphroditic_and_normal_sexual;NA;3;NA;NA;0.96;2.94;NA;2.7648;NA;1.22;21.52455579;NA;Herbaceous
234;NA;NA;NA;NA;>;NA;NA;NA;NA;NA;NA;NA;NA;NA;boleochory_epichory;NA;2.9;unfertilized_dry_meadows;2;small_variation_(I);NA;4;2;small_variation_(I);NA;NA;1.5;small_variation_(I);1;NA;small_variation_(I);NA;4;small_variation_(I);NA;NA;NA;4;NA;NA;August;NA;NA;NA;NA;NA;idiochorophytes_or_indigenes;umbel_of_umbellules;umbel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;decidous;NA;NA;edible;NA;2;NA;NA;8;NA;NA;NA;NA;diploid;NA;NA;NA;NA;NA;hermaphroditic_and_normal_sexual;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
237;NA;NA;NA;little_forage_value;>;NA;NA;NA;NA;NA;NA;NA;protandrous;Unassisted_dispersal;boleochory_epichory;NA;5.7;unfertilized_dry_meadows;2;small_variation_(I);NA;4;2;small_variation_(I);NA;NA;2.5;small_variation_(I);1;NA;small_variation_(I);NA;4;small_variation_(I);NA;NA;NA;4;NA;NA;September;Achene;NA;NA;sensitive;NA;presumably_indigenous_in_some_areas_of_the_study_region_and_widely_spread_later_but_before_1500_AD;umbel_of_umbellules;umbel;mesomorphic_scleromorphic;NA;NA;NA;NA;NA;NA;NA;NA;NA;long-leaf;NA;pluriennial;NA;summer_green;NA;NA;decidous;NA;NA;edible;sensitive;2;NA;Indigenous;8;NA;Chlorophyllian;NA;40;diploid;NA;50;60;NA;NA;hermaphroditic_and_normal_sexual;NA;3;NA;Hemirosette_plant;NA;NA;NA;NA;NA;NA;NA;NA;Herbaceous
240;NA;NA;NA;NA;=;NA;NA;NA;NA;NA;NA;NA;NA;Unassisted_dispersal;boleochory_epichory;2;2.5;NA;2;large_variation_(II);NA;3;2;small_variation_(I);8;NA;1.5;small_variation_(I);1;NA;small_variation_(I);NA;4;large_variation_(II);NA;NA;NA;5;NA;NA;September;Achene;NA;NA;NA;NA;idiochorophytes_or_indigenes;umbel_of_umbellules;umbel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;decidous;NA;NA;NA;NA;NA;NA;Indigenous;7;NA;Chlorophyllian;NA;90;diploid;NA;110;130;NA;NA;hermaphroditic_and_normal_sexual;NA;NA;NA;NA;NA;NA;NA;4.68;NA;NA;NA;NA;Frutescent
241;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;boleochory_epichory;NA;NA;NA;2;small_variation_(I);NA;4;2;small_variation_(I);NA;NA;1;small_variation_(I);1;NA;small_variation_(I);NA;4;small_variation_(I);NA;NA;NA;4.5;NA;NA;July;NA;NA;NA;NA;NA;archaeophytes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;decidous;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;hermaphroditic_and_normal_sexual;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
