SpecName;accGenus;accSpecies;PalmTribe;PalmSubfamily;Climbing;Acaulescent;Erect;StemSolitary;StemArmed;LeavesArmed;MaxStemHeight_m;MaxStemDia_cm;UnderstoreyCanopy;MaxLeafNumber;Max_Blade_Length_m;Max_Rachis_Length_m;Max_Petiole_length_m;AverageFruitLength_cm;MinFruitLength_cm;MaxFruitLength_cm;AverageFruitWidth_cm;MinFruitWidth_cm;MaxFruitWidth_cm;FruitSizeCategorical;FruitShape;Conspicuousness
Calamus filipendulus;Calamus;filipendulus;Calameae;Calamoideae;1;0;0;0;0;1;5;0.6;canopy;NA;1;1;NA;1.4;NA;NA;0.9;NA;NA;small;NA;cryptic
Calamus filispadix;Calamus;filispadix;Calameae;Calamoideae;1;0;0;NA;0;1;NA;NA;canopy;NA;NA;NA;NA;1.15;NA;NA;0.9;NA;NA;small;NA;NA
Calamus fimbriatus;Calamus;fimbriatus;Calameae;Calamoideae;1;0;0;0;0;1;NA;1.65;canopy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ovoid;NA
Calamus fissijugatus;Calamus;fissijugatus;Calameae;Calamoideae;1;0;0;NA;0;1;NA;3.6;canopy;NA;0.3;0.3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Calamus flabellatus;Calamus;flabellatus;Calameae;Calamoideae;1;0;0;0;0;1;30;0.6;canopy;NA;0.45;NA;NA;1.1;NA;NA;0.7;NA;NA;small;NA;cryptic
Calamus flagellum;Calamus;flagellum;Calameae;Calamoideae;1;0;0;0;0;1;30;5;canopy;NA;3;3;NA;3;NA;NA;2.1;2;2.2;small;globose;cryptic
Calamus floribundus;Calamus;floribundus;Calameae;Calamoideae;1;0;0;0;0;1;6;2.5;canopy;NA;0.6;0.6;NA;1.2;NA;NA;1;NA;NA;small;ovoid;cryptic
Calamus formosanus;Calamus;formosanus;Calameae;Calamoideae;1;0;0;0;0;1;20;5;canopy;NA;2;2;NA;2;NA;NA;1;NA;NA;small;globose;cryptic
Calamus foxworthyi;Calamus;foxworthyi;Calameae;Calamoideae;1;0;0;NA;0;1;NA;NA;canopy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ovoid;NA
Calamus fuscus;Calamus;fuscus;Calameae;Calamoideae;1;0;0;NA;0;1;NA;NA;canopy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;globose;NA
Calamus gamblei;Calamus;gamblei;Calameae;Calamoideae;1;0;0;0;0;1;30;2.5;canopy;NA;1;1;NA;2;NA;NA;2;NA;NA;small;ovoid;conspicuous
Calamus gibbsianus;Calamus;gibbsianus;Calameae;Calamoideae;1;0;0;0;0;1;8;0.8;canopy;NA;0.6;0.6;NA;1.6;NA;NA;1.2;NA;NA;small;ovoid;cryptic
Calamus godefroyi;Calamus;godefroyi;Calameae;Calamoideae;1;0;0;0;0;1;30;1.5;canopy;NA;1;1;NA;1.6;NA;NA;1.2;NA;NA;small;ovoid;cryptic
Calamus gogolensis;Calamus;gogolensis;Calameae;Calamoideae;1;0;0;NA;0;1;NA;NA;canopy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ovoid;NA
Calamus gonospermus;Calamus;gonospermus;Calameae;Calamoideae;1;0;0;0;0;1;10;8;canopy;NA;0.45;NA;NA;2;NA;NA;1.54;NA;NA;small;globose;cryptic
Calamus gracilis;Calamus;gracilis;Calameae;Calamoideae;1;0;0;0;0;1;30;2;canopy;NA;0.7;0.7;NA;2.7;NA;NA;2;NA;NA;small;NA;conspicuous
Calamus graminosus;Calamus;graminosus;Calameae;Calamoideae;1;0;0;NA;0;1;NA;NA;canopy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;globose;NA
Calamus grandifolius;Calamus;grandifolius;Calameae;Calamoideae;1;0;0;NA;0;1;NA;NA;canopy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ovoid;NA
Calamus gregisectus;Calamus;gregisectus;Calameae;Calamoideae;1;0;0;NA;0;1;NA;NA;canopy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ovoid;NA
Calamus griseus;Calamus;griseus;Calameae;Calamoideae;1;0;0;0;0;1;5;0.8;canopy;NA;0.3;0.3;NA;0.7;NA;NA;0.4;NA;NA;small;ovoid;cryptic
Calamus guruba;Calamus;guruba;Calameae;Calamoideae;1;0;0;0;0;1;20;3;canopy;NA;1.3;1.3;NA;0.8;NA;NA;0.8;NA;NA;small;ovoid;cryptic
Calamus hainanensis;Calamus;hainanensis;Calameae;Calamoideae;1;0;0;NA;0;1;NA;NA;canopy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Calamus halmaherensis;Calamus;halmaherensis;Calameae;Calamoideae;1;0;0;NA;0;1;NA;NA;canopy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ovoid;NA
Calamus harmandii;Calamus;harmandii;Calameae;Calamoideae;0;1;0;1;0;1;1.1;4;understorey;NA;1;1;NA;1.2;NA;NA;0.9;NA;NA;small;NA;cryptic
Calamus hartmannii;Calamus;hartmannii;Calameae;Calamoideae;1;0;0;NA;0;1;NA;NA;canopy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ovoid;NA
Calamus henryanus;Calamus;henryanus;Calameae;Calamoideae;1;0;0;0;0;1;20;1.8;canopy;NA;1.3;1.3;NA;1.5;NA;NA;1;NA;NA;small;NA;cryptic
Calamus hepburnii;Calamus;hepburnii;Calameae;Calamoideae;1;0;0;0;0;1;20;0.8;canopy;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;globose;NA
Calamus heteracanthus;Calamus;heteracanthus;Calameae;Calamoideae;1;0;0;1;0;1;25;35;canopy;NA;3.3;3.25;NA;NA;NA;NA;NA;NA;NA;NA;globose;NA
Calamus heteroideus;Calamus;heteroideus;Calameae;Calamoideae;1;0;0;NA;0;1;NA;NA;canopy;NA;NA;NA;NA;0.94;NA;NA;0.75;NA;NA;small;NA;cryptic
Calamus hispidulus;Calamus;hispidulus;Calameae;Calamoideae;1;0;0;1;0;1;10;1.4;canopy;NA;0.55;0.55;NA;2;NA;NA;0.8;NA;NA;small;ovoid;cryptic
Calamus holttumii;Calamus;holttumii;Calameae;Calamoideae;1;0;0;1;0;1;15;1;canopy;NA;1;1;NA;1;NA;NA;0.95;NA;NA;small;ovoid;cryptic
Calamus hookerianus;Calamus;hookerianus;Calameae;Calamoideae;1;0;0;0;0;1;10;4;canopy;NA;1.3;1.3;NA;1;NA;NA;1;NA;NA;small;globose;cryptic
Calamus hukaungensis;Calamus;hukaungensis;Calameae;Calamoideae;1;0;0;0;0;1;4;1;both;NA;0.3;0.3;NA;NA;NA;NA;NA;NA;NA;NA;globose;NA
Calamus humboldtianus;Calamus;humboldtianus;Calameae;Calamoideae;1;0;0;0;1;1;10;6;canopy;NA;1.17;NA;NA;NA;NA;NA;NA;NA;NA;NA;ovoid;NA
Calamus hypertrichosus;Calamus;hypertrichosus;Calameae;Calamoideae;1;0;0;0;0;1;3;0.6;both;NA;0.4;0.4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Calamus hypoleucus;Calamus;hypoleucus;Calameae;Calamoideae;1;0;0;NA;0;1;NA;0.8;canopy;NA;0.3;0.3;NA;NA;NA;NA;NA;NA;NA;NA;globose;NA
Calamus impar;Calamus;impar;Calameae;Calamoideae;1;0;0;NA;0;1;NA;0.6;canopy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ovoid;NA
Calamus inops;Calamus;inops;Calameae;Calamoideae;1;0;0;NA;0;1;NA;NA;canopy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ovoid;NA
Calamus insignis;Calamus;insignis;Calameae;Calamoideae;1;0;0;2;0;1;40;2;canopy;NA;2.09;2;NA;1.1;1;1.2;0.7;NA;NA;small;ovoid;cryptic
Calamus interruptus;Calamus;interruptus;Calameae;Calamoideae;1;0;0;NA;0;1;NA;NA;canopy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ovoid;NA
Calamus javensis;Calamus;javensis;Calameae;Calamoideae;1;0;0;0;0;1;10;1;canopy;NA;0.6;0.6;NA;1.35;1.2;1.5;1;0.8;1.2;small;globose;cryptic
Calamus jenningsianus;Calamus;jenningsianus;Calameae;Calamoideae;1;0;0;NA;0;1;NA;NA;canopy;NA;NA;NA;NA;2;NA;NA;1.7;NA;NA;small;NA;cryptic
Calamus kandariensis;Calamus;kandariensis;Calameae;Calamoideae;1;0;0;NA;0;1;NA;NA;canopy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;globose;NA
Calamus karnatakensis;Calamus;karnatakensis;Calameae;Calamoideae;1;0;0;0;0;1;35;3;canopy;NA;1.2;1.2;NA;0.8;NA;NA;0.8;NA;NA;small;ovoid;cryptic
Calamus karuensis;Calamus;karuensis;Calameae;Calamoideae;1;0;0;NA;0;1;NA;NA;canopy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;globose;cryptic
Calamus keyensis;Calamus;keyensis;Calameae;Calamoideae;1;0;0;NA;0;1;NA;NA;canopy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ovoid;NA
Calamus kiahii;Calamus;kiahii;Calameae;Calamoideae;2;0;2;0;0;1;10;1;canopy;NA;1.1;1.1;NA;2.5;2;NA;2;NA;NA;small;ovoid;cryptic
Calamus kingianus;Calamus;kingianus;Calameae;Calamoideae;1;0;0;0;0;1;5;1.2;canopy;NA;0.6;0.6;NA;1;NA;NA;1;NA;NA;small;NA;cryptic
Calamus kjellbergii;Calamus;kjellbergii;Calameae;Calamoideae;1;0;0;NA;0;1;NA;NA;canopy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;globose;NA
Calamus klossii;Calamus;klossii;Calameae;Calamoideae;1;0;0;NA;0;1;NA;NA;canopy;NA;0.3;0.3;NA;NA;NA;NA;NA;NA;NA;NA;ovoid;NA
Calamus kontumensis;Calamus;kontumensis;Calameae;Calamoideae;1;0;0;NA;0;1;3;0.9;both;NA;0.3;0.3;NA;3.5;NA;NA;2;NA;NA;small;globose;conspicuous
Calamus koordersianus;Calamus;koordersianus;Calameae;Calamoideae;1;0;0;NA;0;1;NA;NA;canopy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ovoid;NA
Calamus lacciferus;Calamus;lacciferus;Calameae;Calamoideae;1;0;0;0;0;1;15;4;canopy;NA;1.6;1.6;NA;2;NA;NA;2;NA;NA;small;globose;cryptic
Calamus laevigatus;Calamus;laevigatus;Calameae;Calamoideae;1;0;0;1;0;1;30;2;canopy;NA;1;1;NA;1.2;NA;NA;1;NA;NA;small;NA;cryptic
Calamus lakshmanae;Calamus;lakshmanae;Calameae;Calamoideae;1;0;0;0;0;1;20;2.5;canopy;NA;1.4;1.4;NA;1;NA;NA;0.7;NA;NA;small;ovoid;cryptic
Calamus lambirensis;Calamus;lambirensis;Calameae;Calamoideae;1;0;0;0;0;1;3;1;both;NA;0.75;0.75;NA;0.7;NA;NA;0.7;NA;NA;small;elongate;NA
Calamus laoensis;Calamus;laoensis;Calameae;Calamoideae;1;0;0;0;0;1;40;5;canopy;NA;2;2;NA;2;NA;NA;1.2;NA;NA;small;globose;cryptic
Calamus lateralis;Calamus;lateralis;Calameae;Calamoideae;1;0;0;1;0;1;70;5.5;canopy;NA;1.4;1.4;NA;2;NA;NA;2;NA;NA;small;NA;cryptic
Calamus latifolius;Calamus;latifolius;Calameae;Calamoideae;1;0;0;0;0;1;20;3;canopy;NA;2.5;2.5;NA;NA;NA;NA;NA;NA;NA;NA;globose;cryptic
Calamus latispinus;Calamus;latispinus;Calameae;Calamoideae;1;0;0;NA;0;1;NA;NA;canopy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Calamus lauterbachii;Calamus;lauterbachii;Calameae;Calamoideae;1;0;0;NA;0;1;NA;NA;canopy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;globose;NA
Calamus laxissimus;Calamus;laxissimus;Calameae;Calamoideae;2;0;2;1;0;1;3;0.7;understorey;NA;2;2;NA;NA;NA;NA;NA;NA;NA;NA;ovoid;NA
Calamus ledermannianus;Calamus;ledermannianus;Calameae;Calamoideae;1;0;0;NA;0;1;NA;NA;canopy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;globose;NA
Calamus leiocaulis;Calamus;leiocaulis;Calameae;Calamoideae;1;0;0;NA;0;1;NA;NA;canopy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ovoid;NA
Calamus leloi;Calamus;leloi;Calameae;Calamoideae;1;0;0;1;0;1;10;1;canopy;NA;1;NA;NA;1.8;NA;NA;1.8;NA;NA;small;ovoid;cryptic
Calamus leptospadix;Calamus;leptospadix;Calameae;Calamoideae;1;0;0;0;0;1;25;2;canopy;NA;2;2;NA;1.5;NA;NA;1.5;NA;NA;small;ovoid;cryptic
Calamus leptostachys;Calamus;leptostachys;Calameae;Calamoideae;1;0;0;NA;0;1;NA;NA;canopy;NA;NA;NA;NA;0.9;0.8;1;0.55;NA;NA;small;globose;cryptic
Calamus lobbianus;Calamus;lobbianus;Calameae;Calamoideae;0;1;0;1;0;1;0.5;3;understorey;NA;2;2;NA;3;NA;NA;2;NA;NA;small;ovoid;cryptic
Calamus longipinna;Calamus;longipinna;Calameae;Calamoideae;1;0;0;0;1;1;25;35;canopy;NA;0.7;NA;NA;0.77;NA;NA;0.58;NA;NA;small;ovoid;cryptic
Calamus longisetus;Calamus;longisetus;Calameae;Calamoideae;1;0;0;0;0;1;50;10;canopy;NA;4;4;NA;3.5;NA;NA;2;NA;NA;small;ovoid;cryptic
Calamus longispathus;Calamus;longispathus;Calameae;Calamoideae;1;0;0;0;0;1;7;2;canopy;NA;3;3;NA;2.8;NA;NA;2;NA;NA;small;NA;cryptic
Calamus luridus;Calamus;luridus;Calameae;Calamoideae;1;0;0;0;0;1;20;2;canopy;NA;1.3;1.3;NA;1;NA;NA;0.8;NA;NA;small;NA;cryptic
Calamus macgregorii;Calamus;macgregorii;Calameae;Calamoideae;1;0;0;NA;0;1;NA;NA;canopy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;globose;NA
Calamus macrochlamys;Calamus;macrochlamys;Calameae;Calamoideae;1;0;0;0;0;1;50;2.6;canopy;NA;1.05;0.95;NA;1.1;1;1.15;1.15;1;1.15;small;ovoid;cryptic
Calamus macrorhynchus;Calamus;macrorhynchus;Calameae;Calamoideae;0;0;1;0;0;1;3;4;understorey;NA;1;1;NA;2.7;NA;NA;1.5;NA;NA;small;NA;cryptic
Calamus macrosphaerion;Calamus;macrosphaerion;Calameae;Calamoideae;1;0;0;1;0;1;40;5;canopy;NA;7;NA;NA;2.5;NA;NA;2;NA;NA;small;NA;cryptic
Calamus maiadum;Calamus;maiadum;Calameae;Calamoideae;0;0;1;1;0;1;3;5;understorey;NA;2.2;2.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Calamus malawaliensis;Calamus;malawaliensis;Calameae;Calamoideae;1;0;0;NA;0;1;7;0.4;canopy;NA;0.4;NA;NA;0.75;0.7;0.8;0.72;NA;NA;small;ovoid;cryptic
Calamus manan;Calamus;manan;Calameae;Calamoideae;1;0;0;1;0;1;170;11;canopy;NA;5;5;NA;2.8;NA;NA;2;NA;NA;small;ovoid;cryptic
Calamus manillensis;Calamus;manillensis;Calameae;Calamoideae;1;0;0;NA;0;1;NA;NA;canopy;NA;NA;NA;NA;1.9;NA;NA;1.75;NA;NA;small;NA;cryptic
Calamus marginatus;Calamus;marginatus;Calameae;Calamoideae;1;0;0;2;0;1;15;1.8;canopy;NA;1.15;NA;NA;1.6;NA;NA;1.2;NA;NA;small;globose;cryptic
Calamus maritimus;Calamus;maritimus;Calameae;Calamoideae;1;0;0;NA;0;1;NA;NA;canopy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ovoid;NA
Calamus mattanensis;Calamus;mattanensis;Calameae;Calamoideae;1;0;0;2;0;1;15;1.8;canopy;NA;2;2;NA;1.5;NA;NA;1;NA;NA;small;NA;conspicuous
Calamus maturbongsii;Calamus;maturbongsii;Calameae;Calamoideae;1;0;0;0;0;1;30;2.2;canopy;NA;1;1;NA;1.5;NA;NA;1.2;NA;NA;small;ovoid;NA
Calamus mayrii;Calamus;mayrii;Calameae;Calamoideae;1;0;0;NA;0;1;NA;NA;canopy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;globose;NA
Calamus megaphyllus;Calamus;megaphyllus;Calameae;Calamoideae;1;0;0;NA;0;1;NA;NA;canopy;NA;NA;NA;NA;1.15;NA;NA;0.9;NA;NA;small;ovoid;NA
Calamus meghalayensis;Calamus;meghalayensis;Calameae;Calamoideae;1;0;0;NA;0;1;2;0.6;both;NA;0.3;0.3;NA;1;NA;NA;1;NA;NA;small;globose;cryptic
Calamus melanacanthos;Calamus;melanacanthos;Calameae;Calamoideae;1;0;0;1;0;1;NA;NA;canopy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Calamus melanochrous;Calamus;melanochrous;Calameae;Calamoideae;1;0;0;NA;0;1;NA;NA;canopy;NA;1;NA;NA;2.4;NA;NA;1.8;NA;NA;small;ovoid;cryptic
Calamus melanoloma;Calamus;melanoloma;Calameae;Calamoideae;1;0;0;NA;0;1;NA;NA;canopy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;globose;NA
Calamus melanorhynchus;Calamus;melanorhynchus;Calameae;Calamoideae;1;0;0;NA;0;1;NA;NA;canopy;NA;NA;NA;NA;1.3;NA;NA;1;NA;NA;small;NA;NA
Calamus merrillii;Calamus;merrillii;Calameae;Calamoideae;1;0;0;NA;0;1;60;NA;canopy;NA;NA;NA;NA;1;NA;NA;1;NA;NA;small;NA;cryptic
Calamus mesilauensis;Calamus;mesilauensis;Calameae;Calamoideae;1;0;0;0;0;1;10;0.8;canopy;NA;0.5;0.5;NA;2;1.8;NA;2;2.3;NA;small;NA;conspicuous
Calamus metzianus;Calamus;metzianus;Calameae;Calamoideae;1;0;0;0;0;1;15;2;canopy;NA;1.5;1.5;NA;1.7;NA;NA;1.1;NA;NA;small;NA;conspicuous
Calamus micranthus;Calamus;micranthus;Calameae;Calamoideae;1;0;0;NA;0;1;NA;NA;canopy;NA;NA;NA;NA;0.9;NA;NA;0.82;NA;NA;small;NA;cryptic
Calamus microcarpus;Calamus;microcarpus;Calameae;Calamoideae;1;0;0;NA;0;1;NA;NA;canopy;NA;NA;NA;NA;0.72;NA;NA;0.66;NA;NA;small;ovoid;cryptic
Calamus microsphaerion;Calamus;microsphaerion;Calameae;Calamoideae;1;0;0;1;0;1;10;1;canopy;NA;1.5;NA;NA;0.6;NA;NA;0.6;NA;NA;small;globose;cryptic
Calamus minahassae;Calamus;minahassae;Calameae;Calamoideae;1;0;0;NA;0;1;NA;NA;canopy;NA;NA;NA;NA;1.24;NA;NA;0.85;NA;NA;small;NA;NA
Calamus mindorensis;Calamus;mindorensis;Calameae;Calamoideae;1;0;0;NA;0;1;NA;NA;canopy;NA;NA;NA;NA;0.77;NA;NA;0.75;NA;NA;small;ovoid;NA
Calamus minor;Calamus;minor;Calameae;Calamoideae;1;0;0;0;0;1;3;1;both;NA;0.7;0.7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Calamus minutus;Calamus;minutus;Calameae;Calamoideae;0;1;0;1;0;1;0.6;1.3;understorey;NA;0.6;0.6;NA;0.8;NA;NA;0.8;NA;NA;small;NA;cryptic
Calamus mitis;Calamus;mitis;Calameae;Calamoideae;1;0;0;NA;0;1;NA;NA;canopy;NA;NA;NA;NA;1.5;NA;NA;1.2;NA;NA;small;globose;cryptic
Calamus modestus;Calamus;modestus;Calameae;Calamoideae;0;0;1;0;0;1;1.5;2;understorey;NA;0.8;0.8;NA;1.5;NA;NA;0.6;NA;NA;small;NA;cryptic
Calamus mogeae;Calamus;mogeae;Calameae;Calamoideae;1;0;0;0;0;1;4;8;both;NA;NA;NA;NA;1.4;NA;NA;0.75;NA;NA;small;ovoid;NA
Calamus moorhousei;Calamus;moorhousei;Calameae;Calamoideae;1;0;0;0;0;1;NA;1.1;canopy;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;ovoid;NA
Calamus moseleyanus;Calamus;moseleyanus;Calameae;Calamoideae;1;0;0;NA;0;1;NA;NA;canopy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Calamus moszkowskianus;Calamus;moszkowskianus;Calameae;Calamoideae;1;0;0;NA;0;1;NA;NA;canopy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;globose;NA
Calamus moti;Calamus;moti;Calameae;Calamoideae;1;0;0;0;0;1;45;5;canopy;NA;4;3;NA;1.3;NA;NA;1.3;NA;NA;small;globose;conspicuous
Calamus muelleri;Calamus;muelleri;Calameae;Calamoideae;1;0;0;0;1;1;20;1.6;canopy;NA;1;0.5;NA;1.3;NA;NA;1.3;1;1.6;small;ovoid;conspicuous
Calamus multinervis;Calamus;multinervis;Calameae;Calamoideae;1;0;0;NA;0;1;NA;NA;canopy;NA;NA;NA;NA;0.93;NA;NA;0.67;NA;NA;small;globose;NA
Calamus multisetosus;Calamus;multisetosus;Calameae;Calamoideae;1;0;0;NA;0;1;NA;NA;canopy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Calamus multispicatus;Calamus;multispicatus;Calameae;Calamoideae;1;0;0;0;0;1;5;1.5;canopy;NA;1.3;1.3;NA;1;NA;NA;1;NA;NA;small;NA;cryptic
Calamus muricatus;Calamus;muricatus;Calameae;Calamoideae;1;0;0;1;0;1;10;1.5;canopy;NA;0.7;NA;NA;1;NA;NA;0.98;0.9;1.06;small;ovoid;cryptic
Calamus myriacanthus;Calamus;myriacanthus;Calameae;Calamoideae;0;0;1;1;0;1;3;4.5;understorey;NA;2.5;2.5;NA;0.5;NA;NA;0.5;0.35;NA;small;NA;cryptic
Calamus myriocarpus;Calamus;myriocarpus;Calameae;Calamoideae;1;0;0;NA;0;1;NA;NA;canopy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Calamus myriocladus;Calamus;myriocladus;Calameae;Calamoideae;1;0;0;NA;0;1;NA;NA;canopy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Calamus nagbettai;Calamus;nagbettai;Calameae;Calamoideae;1;0;0;0;0;1;25;10;canopy;NA;3;3;NA;1.6;NA;NA;1;NA;NA;small;ovoid;cryptic
Calamus nambariensis;Calamus;nambariensis;Calameae;Calamoideae;1;0;0;0;0;1;30;6;canopy;NA;4;4;NA;2.4;NA;NA;2.5;NA;NA;small;ovoid;cryptic
Calamus nannostachys;Calamus;nannostachys;Calameae;Calamoideae;1;0;0;NA;0;1;NA;NA;canopy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ovoid;NA
Calamus nanodendron;Calamus;nanodendron;Calameae;Calamoideae;0;1;0;1;0;1;1;10;understorey;NA;2.5;2.5;NA;2.82;NA;NA;3.17;NA;NA;small;globose;cryptic
Calamus neelagiricus;Calamus;neelagiricus;Calameae;Calamoideae;1;0;0;1;0;1;25;5;canopy;NA;1.8;1.8;NA;1;NA;NA;0.5;NA;NA;small;ovoid;cryptic
Calamus nematospadix;Calamus;nematospadix;Calameae;Calamoideae;1;0;0;2;0;1;10;1.8;canopy;NA;0.6;NA;NA;0.7;NA;NA;0.65;NA;NA;small;globose;cryptic
Calamus nicobaricus;Calamus;nicobaricus;Calameae;Calamoideae;1;0;0;0;0;1;NA;1.4;canopy;NA;0.9;0.9;NA;NA;NA;NA;NA;NA;NA;NA;globose;NA
Calamus nielsenii;Calamus;nielsenii;Calameae;Calamoideae;1;0;0;0;0;1;1;0.8;both;NA;0.38;0.38;NA;NA;NA;NA;NA;NA;NA;NA;globose;NA
Calamus nigricans;Calamus;nigricans;Calameae;Calamoideae;1;0;0;0;0;1;NA;1.32;canopy;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Calamus occidentalis;Calamus;occidentalis;Calameae;Calamoideae;1;0;0;1;0;1;100;7;canopy;NA;3;3;NA;1.85;1.8;1.9;1.3;1.2;1.4;small;ovoid;NA
Calamus oligostachys;Calamus;oligostachys;Calameae;Calamoideae;1;0;0;0;0;1;7;1;canopy;NA;0.6;0.6;NA;0.7;NA;NA;0.7;NA;NA;small;NA;cryptic
Calamus opacus;Calamus;opacus;Calameae;Calamoideae;1;0;0;NA;0;1;NA;NA;canopy;NA;NA;NA;NA;0.94;NA;NA;0.6;NA;NA;small;NA;NA
Calamus optimus;Calamus;optimus;Calameae;Calamoideae;1;0;0;0;0;1;50;1.5;canopy;NA;1;1;NA;1.4;NA;NA;1.1;NA;NA;small;globose;cryptic
Calamus ornatus;Calamus;ornatus;Calameae;Calamoideae;1;0;0;0;0;1;60;8;canopy;NA;4.83;4;0.95;3;NA;NA;2;NA;NA;small;NA;cryptic
Calamus orthostachyus;Calamus;orthostachyus;Calameae;Calamoideae;1;0;0;NA;0;1;NA;NA;canopy;NA;NA;NA;NA;1.33;NA;NA;0.71;NA;NA;small;NA;NA
Calamus ovoideus;Calamus;ovoideus;Calameae;Calamoideae;1;0;0;0;0;1;100;8;canopy;NA;4;4;NA;1.6;NA;NA;1;NA;NA;small;NA;cryptic
Calamus oxleyanus;Calamus;oxleyanus;Calameae;Calamoideae;1;0;0;2;0;1;15;3;canopy;NA;2.9;2.5;0.45;1.2;1;1.4;0.85;0.7;1;small;globose;cryptic
Calamus oxycarpus;Calamus;oxycarpus;Calameae;Calamoideae;0;0;1;0;0;1;3;2;understorey;NA;0.5;0.5;NA;3;NA;NA;1.7;NA;NA;small;ovoid;cryptic
Calamus pachypus;Calamus;pachypus;Calameae;Calamoideae;1;0;0;1;0;1;26;6;canopy;NA;4;4;NA;1.25;1;1.5;1.1;0.85;1.35;small;NA;cryptic
Calamus pachystachys;Calamus;pachystachys;Calameae;Calamoideae;1;0;0;NA;0;1;NA;NA;canopy;NA;NA;NA;NA;1.1;NA;NA;1.1;NA;NA;small;globose;NA
Calamus pachystemonus;Calamus;pachystemonus;Calameae;Calamoideae;1;0;0;0;0;1;15;1;canopy;NA;0.2;0.2;NA;0.5;NA;NA;0.5;NA;NA;small;globose;cryptic
Calamus padangensis;Calamus;padangensis;Calameae;Calamoideae;0;0;1;0;0;1;NA;0.7;NA;NA;0.4;0.4;NA;NA;NA;NA;NA;NA;NA;NA;globose;NA
Calamus palustris;Calamus;palustris;Calameae;Calamoideae;1;0;0;0;0;1;30;5;canopy;NA;3;3;NA;1.5;1.2;1.8;1.2;1;1.4;small;globose;cryptic
Calamus pandanosmus;Calamus;pandanosmus;Calameae;Calamoideae;1;0;0;0;0;1;15;1;canopy;NA;0.5;0.5;NA;1.5;NA;1.7;1.5;NA;1.9;small;ovoid;cryptic
Calamus papuanus;Calamus;papuanus;Calameae;Calamoideae;1;0;0;0;0;1;15;1;canopy;NA;0.3;NA;NA;NA;NA;NA;NA;NA;NA;NA;globose;NA
Calamus parvulus;Calamus;parvulus;Calameae;Calamoideae;1;0;0;0;0;1;10;0.3;canopy;NA;NA;0.19;0.03;NA;NA;NA;NA;NA;NA;NA;NA;NA
Calamus paspalanthus;Calamus;paspalanthus;Calameae;Calamoideae;1;0;0;1;0;1;20;1.5;canopy;NA;1.2;NA;NA;1.775;1.75;1.8;1.4;NA;1.6;small;globose;cryptic
Calamus paucijugus;Calamus;paucijugus;Calameae;Calamoideae;1;0;0;NA;0;1;NA;NA;canopy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ovoid;NA
