Species Name;Gram;Trait 1;Trait 2;Trait 3;Trait 4;Trait 5;Trait 6;Trait 7;Trait 8;Trait 9;Trait 10;Trait 11;Trait 12;Trait 13;Trait 14;Trait 15;Trait 16;Trait 17;Trait 18;Trait 19;Trait 20;Trait 21;Trait 22;Trait 23;Trait 24;Trait 25;Trait 26;Trait 27;Trait 28;Trait 29;Trait 30;Trait 31;Trait 32;Trait 33;Trait 34;Trait 35;Trait 36;Trait 37;Trait 38;Trait 39;Trait 40;Trait 41;Trait 42;Trait 43;Trait 44;Trait 45;Trait 46;Trait 47;Trait 48;Trait 49;Trait 50;Trait 51;Trait 52;Trait 53;Trait 54;Trait 55;Trait 56;Trait 57;Trait 58;Trait 59;Trait 60;Trait 61;Trait 62;Trait 63;Trait 64;Trait 65;Trait 66;Trait 67;Trait 68;Trait 69;Trait 70;Trait 71;Trait 72;Trait 73;Trait 74;Trait 75;Trait 76;Trait 77;Trait 78;Trait 79;Trait 80;Trait 81;Trait 82;Trait 83;Trait 84;Trait 85;Trait 86;Trait 87;Trait 88;Trait 89;Trait 90;Trait 91;Trait 92;Trait 93;Trait 94;Trait 95;Trait 96
Staphylococcus chromogenes;GP;0;0;2;100;100;0;96;0;0;90;2;0;20;0;0;82;100;0;0;0;100;26;100;0;6;4;100;74;2;100;20;68;0;0;100;0;36;0;76;100;8;14;100;0;0;4;0;100;26;100;100;2;74;92;80;2;2;0;50;94;0;56;100;0;38;100;84;38;100;24;38;0;94;88;100;100;20;100;92;0;100;0;8;100;100;100;100;100;100;6;94;96;8;0;0;76
Staphylococcus cohnii;GP;0;0;0;70;5;0;18;12;10;25;0;0;0;58;0;0;100;0;12;0;0;70;100;0;0;0;72;40;100;98;0;0;0;0;0;0;0;0;0;100;0;0;100;0;0;52;0;60;0;100;92;0;0;22;8;0;0;0;0;68;0;0;100;0;0;95;0;2;92;0;0;0;20;90;100;85;2;95;40;0;100;0;0;100;60;60;72;90;85;0;0;0;0;0;0;45
Staphylococcus delphini;GP;0;0;24;100;98;0;84;0;0;100;80;0;6;0;0;44;100;0;70;0;84;42;100;24;88;48;100;100;10;100;38;32;6;4;100;86;2;8;96;100;4;4;100;0;0;32;0;100;8;60;100;0;26;54;100;2;0;0;94;100;2;18;100;0;62;100;36;32;100;10;24;16;60;94;100;100;82;100;58;84;100;0;0;100;100;96;100;100;100;100;100;100;100;96;96;100
Staphylococcus epidermidis;GP;0;0;3;100;1;0;53;0;0;48;0;0;0;0;0;2;100;0;12;0;30;0;100;0;83;51;100;100;0;100;44;0;5;5;94;0;0;0;12;99;0;0;85;0;0;1;0;100;0;1;100;0;0;6;0;1;1;6;13;24;0;13;42;0;0;97;0;7;99;21;3;28;0;49;79;4;0;33;1;8;33;16;54;100;50;56;22;55;60;17;38;54;47;40;42;42
Staphylococcus equorum;GP;0;0;0;98;4;0;64;4;2;96;9;0;7;7;9;5;98;0;55;0;16;16;98;0;54;5;98;98;66;100;4;14;2;4;91;2;7;0;41;100;7;0;82;30;0;29;2;100;0;98;98;4;11;21;0;5;0;0;4;7;0;75;100;0;4;59;11;0;32;0;4;12;29;52;96;95;0;73;16;0;98;0;0;98;52;29;27;61;68;0;0;0;0;0;0;0
Staphylococcus felis;GP;0;0;0;100;95;0;45;0;0;100;90;0;15;0;0;52;100;0;100;0;100;0;100;0;50;25;38;0;0;100;0;32;0;2;100;0;0;0;28;95;0;0;75;0;0;0;0;18;5;100;100;0;22;38;75;0;2;0;82;52;0;40;100;0;92;100;85;12;100;28;52;0;88;90;100;90;28;100;60;2;100;0;0;100;100;100;100;100;100;80;100;100;98;98;95;48
Staphylococcus gallinarum;GP;0;0;0;100;64;0;100;23;27;91;29;0;66;0;95;54;100;0;91;0;98;100;100;27;100;59;100;100;100;100;14;100;71;77;100;4;100;0;86;100;100;27;100;96;0;100;100;100;2;96;100;2;93;77;5;12;0;0;0;62;0;96;100;0;4;100;98;5;100;0;0;0;68;95;89;98;2;96;88;2;100;0;4;100;100;98;91;100;100;54;98;100;4;0;0;88
Staphylococcus haemolyticus;GP;0;0;10;100;57;0;69;0;0;85;54;0;0;6;0;26;43;0;9;0;31;66;100;0;0;0;100;100;6;91;38;22;3;4;91;15;0;0;24;16;4;19;69;1;3;7;0;100;0;100;100;7;38;71;32;22;78;22;7;53;3;90;99;0;4;94;28;24;100;37;9;65;43;91;94;85;6;88;60;35;99;22;87;100;93;100;57;100;100;0;3;1;3;3;6;9
Staphylococcus hominis;GP;0;0;0;97;0;0;47;0;0;100;0;0;0;0;0;3;89;0;0;0;17;0;100;0;39;22;100;100;0;94;17;0;0;3;97;0;0;0;6;86;0;0;64;0;0;0;0;100;0;100;100;0;0;3;0;8;3;58;3;83;0;17;78;0;0;100;3;19;100;89;22;89;0;86;100;0;0;3;0;22;92;78;89;100;8;86;0;25;14;0;0;0;0;0;3;3
Staphylococcus hominis ss novobiosepticus;GP;0;0;0;100;5;0;90;0;0;30;2;0;18;0;0;10;100;0;28;0;30;8;100;0;100;70;100;100;0;100;62;0;18;30;100;0;0;0;40;100;0;8;88;0;0;0;0;100;0;0;100;0;30;78;72;0;0;15;0;80;0;82;100;0;18;100;8;20;100;35;12;35;0;100;100;0;0;0;0;18;100;15;100;100;52;92;38;92;62;0;0;0;0;0;2;0
Staphylococcus hyicus;GP;0;0;0;98;0;0;8;0;0;36;6;0;14;0;0;3;97;0;0;0;36;0;100;0;0;2;2;0;0;100;0;0;0;0;100;0;44;0;12;92;0;2;92;0;0;0;0;100;2;100;100;0;28;38;72;2;0;0;59;61;0;11;100;0;30;100;42;17;97;0;9;0;30;17;97;100;11;58;41;0;100;0;0;38;100;100;100;100;100;30;100;100;8;0;2;61
Staphylococcus intermedius A;GP;0;0;0;100;62;0;35;0;0;94;1;0;10;0;45;2;100;0;65;0;55;18;100;0;100;76;100;9;98;100;0;0;0;2;100;3;19;0;72;100;0;0;100;0;0;68;0;100;2;100;73;0;35;9;99;0;0;0;72;100;0;5;100;0;1;100;1;2;100;0;0;0;17;15;91;44;7;100;69;0;100;0;0;100;100;100;100;100;100;100;100;100;85;85;80;100
Staphylococcus intermedius B;GP;0;0;0;100;62;0;0;0;0;100;50;0;82;0;0;0;100;0;99;0;0;0;100;0;68;0;99;0;0;100;0;0;0;0;100;0;82;0;88;97;0;0;100;0;0;0;0;99;0;100;88;0;65;0;90;0;0;0;82;96;0;0;100;0;0;100;0;0;100;0;0;0;0;88;99;94;0;94;0;0;100;0;0;100;100;100;97;100;100;94;100;100;94;94;94;100
Staphylococcus kloosii;GP;0;0;0;100;19;0;92;3;6;72;47;0;3;78;3;19;100;0;89;0;81;94;100;17;61;25;100;97;100;100;78;100;67;56;97;17;47;0;83;100;100;11;100;3;0;89;94;100;0;100;100;3;31;61;8;17;67;0;0;86;0;75;89;0;17;94;72;6;89;0;14;0;58;89;100;97;0;42;61;0;100;0;0;100;89;89;86;97;97;8;89;97;11;0;6;11
Staphylococcus lentus;GP;0;0;4;99;26;0;26;0;9;100;82;20;14;1;26;79;100;0;87;0;74;34;100;7;32;13;100;55;89;100;3;53;16;0;99;13;50;0;70;100;66;7;54;93;1;71;29;100;12;100;100;0;49;14;16;0;29;0;29;80;0;8;99;0;47;93;61;5;92;29;54;25;28;49;72;68;11;50;28;5;89;0;5;72;86;100;55;100;100;1;34;33;12;0;0;38
Staphylococcus lugdunensis;GP;0;0;0;100;0;0;66;0;0;98;2;0;0;98;9;9;100;0;2;0;98;23;100;0;45;20;100;100;0;100;5;0;0;0;100;2;57;0;36;100;0;0;68;0;0;9;0;100;0;100;100;50;2;23;64;7;0;2;45;91;0;32;100;0;0;100;36;5;100;32;20;25;0;89;86;100;0;100;5;16;100;9;50;100;100;100;95;70;82;0;0;0;0;0;0;100
Staphylococcus lutrae;GP;0;0;0;100;42;0;50;0;0;100;88;0;4;0;0;29;100;8;100;0;100;0;100;4;50;46;4;0;8;100;0;25;4;0;100;0;0;0;4;100;0;0;79;0;0;0;0;0;0;100;100;0;8;62;100;0;0;0;79;92;0;17;100;0;33;100;17;8;100;4;4;0;4;71;83;88;33;100;100;0;100;0;0;100;100;100;100;100;100;92;100;100;100;100;100;92
Staphylococcus muscae;GP;0;0;0;94;8;0;3;0;0;92;69;0;8;0;22;0;100;0;0;0;47;22;100;0;0;0;8;0;0;100;0;0;0;0;100;0;69;0;14;100;3;0;72;0;0;0;0;100;0;100;97;0;39;72;67;0;0;0;0;44;0;0;100;0;67;72;33;3;86;0;47;11;6;81;100;100;0;100;44;3;100;0;0;100;100;89;100;100;100;33;53;61;22;0;19;94
Staphyloccocus pasteuri;GP;0;0;0;95;11;0;77;0;0;16;13;0;0;78;0;18;100;0;0;0;63;45;100;0;0;0;99;84;45;100;7;11;0;0;99;0;88;0;21;100;1;0;52;0;0;29;0;99;0;99;99;0;4;6;74;0;1;0;48;73;0;84;98;0;11;96;15;9;100;0;16;4;7;18;18;17;1;85;7;0;91;0;0;100;74;74;39;74;76;0;0;0;0;0;0;0
Staphylococcus piscifermentans;GP;0;0;0;91;0;0;2;0;0;34;0;0;0;2;0;0;100;0;41;0;0;89;100;0;52;2;100;73;0;89;27;0;0;0;61;0;0;0;11;100;0;0;18;0;0;0;0;80;0;100;77;0;0;11;2;0;9;0;9;23;0;32;55;0;2;84;16;2;59;0;11;0;2;100;100;100;2;41;0;45;89;0;0;100;43;59;16;91;70;0;0;0;0;0;0;55
Staphylococcus pulvereri/vitulinus;GP;0;0;0;98;27;0;86;0;0;18;23;2;9;7;50;23;100;0;0;0;93;100;100;7;0;0;91;2;100;100;0;2;0;0;98;30;100;0;95;100;0;0;100;18;0;70;0;100;0;100;100;0;84;16;20;0;48;0;61;34;0;2;91;0;20;100;34;14;100;7;20;0;70;100;100;95;41;100;77;2;100;0;0;100;89;100;86;100;100;0;0;0;0;0;0;16
Staphylococcus saprophyticus;GP;0;0;0;100;24;0;92;4;3;43;0;0;0;48;0;2;100;0;78;0;34;97;100;0;70;37;100;100;93;100;10;3;8;7;60;0;8;0;3;100;0;7;100;0;0;76;0;100;0;100;100;9;14;91;16;26;38;0;0;79;0;92;100;0;0;100;11;2;100;0;0;0;53;98;100;100;12;98;92;0;100;0;2;100;70;61;61;77;93;0;0;0;0;0;0;0
Staphylococcus schleiferi;GP;0;0;0;88;33;0;24;0;0;93;8;0;3;0;0;6;89;0;61;0;40;0;100;0;0;0;22;0;0;100;0;1;1;4;100;3;31;0;7;46;0;6;100;0;0;0;0;1;0;18;100;0;22;44;69;1;0;0;82;54;0;39;99;0;42;99;51;4;97;25;26;14;43;56;56;94;19;58;68;8;100;0;0;100;89;83;93;96;99;57;92;97;69;71;72;78
Staphylococcus sciuri;GP;0;0;0;100;59;0;79;15;11;91;100;18;80;18;95;53;100;0;52;0;83;92;100;26;3;0;100;47;100;100;58;23;0;0;100;77;94;0;91;98;0;8;98;100;0;92;0;100;41;100;100;11;71;47;58;0;61;0;62;71;0;35;100;0;82;98;73;14;100;12;33;15;82;94;100;100;77;98;97;6;100;8;17;100;88;100;92;100;100;36;100;100;48;9;38;83
Staphylococcus sciuri ss rodentium;GP;0;0;0;100;57;0;97;20;10;50;100;0;30;10;100;17;100;0;33;0;63;93;100;47;0;0;100;77;97;100;0;10;0;0;100;73;93;0;97;100;0;0;100;100;0;93;0;100;23;100;100;0;77;30;53;0;0;0;70;83;0;0;100;0;47;100;57;23;100;3;13;0;87;93;100;100;90;100;87;3;100;0;3;100;90;100;97;100;100;0;0;0;87;47;87;100
Staphylococcus simulans;GP;0;0;0;25;0;0;0;0;0;28;0;0;0;0;0;0;100;0;0;0;0;3;100;0;66;0;0;0;6;81;0;0;0;0;88;0;0;0;0;100;0;0;12;0;0;0;0;94;0;100;81;0;0;0;12;0;0;0;0;16;0;0;50;0;34;47;38;0;38;0;38;0;0;100;100;25;6;47;0;94;100;0;0;100;31;31;0;72;91;0;0;0;0;0;0;22
Staphylococcus warneri;GP;0;0;0;100;24;0;81;0;0;74;7;0;3;94;3;15;100;0;0;0;76;22;100;0;0;0;100;94;96;100;9;6;0;0;100;0;90;0;15;100;0;0;75;0;0;75;0;100;0;100;100;0;6;7;0;0;0;0;43;68;0;34;85;0;0;100;1;1;100;0;0;0;57;94;90;79;1;97;44;0;100;0;0;100;96;100;57;90;88;0;0;0;0;0;0;3
Staphylococcus xylosus;GP;0;0;0;97;75;0;86;4;0;89;18;0;7;8;1;22;97;0;74;0;92;96;100;11;75;26;97;96;67;97;3;38;17;17;96;8;92;0;36;97;20;5;88;0;0;53;0;97;3;97;97;4;59;79;14;39;7;0;0;82;0;66;97;0;8;99;20;9;100;0;0;3;61;92;97;97;43;97;82;0;97;0;12;100;100;100;96;100;97;64;95;96;0;0;0;89
Streptococcus acidominimus;GP;0;0;0;100;5;10;100;0;0;100;100;70;0;0;100;100;100;0;100;0;85;0;100;0;100;100;100;100;95;100;0;100;30;0;95;0;85;0;20;100;100;0;0;100;0;80;100;100;30;100;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;20;95;25;100;0;0;0;5;0;5;0
Streptococcus agalactiae (GP B) A;GP;0;0;0;70;0;0;0;0;0;100;85;5;0;0;15;1;100;0;79;0;0;0;100;2;87;85;100;100;0;100;0;0;0;0;0;1;38;0;0;100;0;0;9;72;0;0;0;100;1;100;0;0;0;0;0;0;0;0;0;5;0;0;0;0;38;100;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;98;95;100;98;100;95;95;100;98;0;98;39
Streptococcus agalactiae (GP B) B;GP;0;0;0;97;0;0;0;0;0;100;94;0;0;0;0;0;100;0;87;0;0;0;100;0;0;0;100;100;0;100;0;0;0;0;0;0;53;0;0;100;0;0;1;76;0;0;0;100;0;99;0;0;0;0;0;0;0;0;0;4;0;0;0;0;38;100;0;0;95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;100;100;100;100;95;99;100;100;0;96;73
Streptococcus alactolyticus;GP;0;0;0;96;0;0;21;0;0;71;0;100;0;0;100;100;100;0;100;0;100;0;100;0;0;0;100;100;100;100;0;100;57;0;0;86;100;0;100;100;100;0;0;100;0;4;100;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61;0;0;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Streptococcus anginosus;GP;0;0;0;100;0;0;45;0;0;100;82;7;0;0;100;86;100;0;100;0;0;0;100;0;91;14;100;100;0;100;0;91;23;0;43;0;100;0;0;91;91;0;0;100;0;0;91;100;0;100;32;0;0;0;5;0;0;0;0;0;0;0;91;0;0;86;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;100;100;100;100;91;100;34;0;14;0
Streptococcus bovis (GP D);GP;0;0;0;100;99;99;22;0;0;99;0;99;78;0;100;100;100;0;100;0;100;0;100;0;97;89;100;100;1;100;0;100;85;0;5;74;100;0;99;74;100;0;0;100;0;0;100;100;3;2;7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;72;0;0;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87;0;63;0;0;0;0;0;0;0;0;11
Streptococcus canis;GP;0;0;0;100;14;0;21;0;0;100;75;0;0;0;11;21;100;0;100;0;0;0;100;0;100;96;100;100;0;100;0;0;4;4;43;7;50;0;0;96;0;0;89;32;0;0;0;100;14;0;21;0;0;0;21;0;0;0;0;0;0;0;100;0;0;100;0;0;61;0;0;0;0;0;0;4;4;0;0;0;0;0;0;100;100;100;100;100;100;100;100;100;100;43;100;100
Streptococcus constellatus;GP;0;0;0;100;9;0;25;0;0;89;27;0;0;0;66;0;100;0;18;0;0;0;100;0;0;0;100;100;0;100;0;0;0;0;20;5;50;0;14;86;0;0;0;100;0;0;0;100;0;100;9;0;0;0;0;0;0;0;0;18;0;0;89;0;0;43;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68;11;100;68;86;45;23;73;95;57;93;5
Streptococcus criceti;GP;0;0;0;32;0;3;3;0;0;95;0;63;0;0;100;71;100;0;100;0;61;0;100;0;55;13;100;100;100;100;0;100;0;0;0;0;100;0;89;95;100;0;8;100;0;63;100;100;92;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;89;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;55;11;71;0;0;0;0;0;0;0;0;0
Streptococcus cristatus;GP;0;0;0;100;0;0;90;0;0;50;40;0;0;0;90;0;100;0;10;0;0;0;100;0;20;0;100;100;0;100;0;0;0;0;70;0;0;0;0;100;0;0;0;100;0;0;0;100;0;100;35;0;0;0;0;0;0;0;0;100;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;100;0;75;0;0;5;0;0;0;0
Streptococcus downei;GP;0;0;0;100;0;0;0;0;0;14;0;0;0;0;86;100;100;0;57;0;0;0;100;0;100;93;100;100;100;100;0;0;0;0;0;0;0;0;14;14;0;0;0;100;0;0;0;100;79;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;7;29;21;29;0;0;0;0;0;0;0
Streptococcus dysgalactiae ss dysgalactiae;GP;0;0;0;100;0;0;18;0;0;100;94;1;0;0;0;87;100;0;100;0;1;0;100;0;100;100;100;100;0;100;0;0;0;0;74;16;0;0;12;100;80;0;34;17;0;0;0;100;0;100;18;0;0;0;94;34;0;0;0;0;0;0;100;0;0;100;0;0;98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;100;100;100;100;100;100;100;100;8;100;53
Streptococcus dysgalactiae ss equisimilis;GP;0;0;0;100;96;0;11;0;2;100;96;0;0;0;0;100;100;0;98;12;0;0;100;0;100;100;100;100;0;100;0;0;0;0;32;4;0;0;22;100;47;0;71;0;0;0;0;100;0;100;9;0;0;0;100;0;0;0;0;0;0;0;100;0;74;100;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;100;100;100;100;100;100;100;100;16;100;43
Streptococcus equi ss equi;GP;0;0;0;100;58;0;32;0;0;78;42;0;0;0;30;5;100;0;15;0;2;0;100;0;0;0;100;100;0;100;0;0;0;0;60;0;100;0;0;100;0;0;0;92;0;0;0;72;0;0;35;0;0;0;0;8;0;0;0;0;0;0;0;0;0;68;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;78;75;98;100;98;72;92;100;0;100;0
Streptococcus equi ss zooepidemicus (GP C);GP;0;5;28;100;70;0;48;0;0;100;85;0;0;0;20;92;100;0;100;0;0;0;100;0;100;100;100;100;45;100;0;0;0;0;20;0;82;0;0;100;0;0;95;75;0;55;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;100;100;100;100;100;100;100;2;100;0
Streptococcus equinus (GP D);GP;0;0;0;100;0;100;100;0;0;100;0;100;0;0;100;100;100;0;0;0;100;0;100;0;0;0;100;100;0;100;0;0;0;0;0;10;100;0;65;100;0;0;0;100;0;0;0;100;0;100;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95;30;0;0;0;0;0;0;0;0;0;0
Streptococcus ferus;GP;0;0;0;100;100;43;64;0;0;100;0;100;0;0;100;100;100;0;54;0;100;0;100;0;100;100;100;100;100;100;0;0;0;0;11;0;100;0;0;100;0;0;0;100;0;100;0;100;0;100;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;93;36;100;0;0;0;0;0;0;0
Streptococcus gallolyticus;GP;0;0;0;100;100;0;92;0;0;100;0;100;0;0;100;100;100;0;100;0;100;0;100;0;100;100;100;100;100;100;0;100;46;54;0;33;100;0;100;92;100;0;0;100;0;8;100;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;0;0;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;0;0;0;0;0;0;0;0;0;0;0
Streptococcus gordonii;GP;0;0;0;100;0;0;35;0;0;100;80;75;0;0;100;100;100;0;80;0;65;0;100;0;85;0;100;100;0;100;0;80;20;0;65;0;60;0;0;100;80;0;0;100;0;0;80;100;80;100;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;35;50;65;40;30;40;40;10;0;0;0
Streptococcus hyointestinalis;GP;0;0;0;100;0;0;0;0;0;19;0;71;0;0;96;96;100;0;100;0;69;0;92;0;8;12;100;100;0;100;0;100;0;0;0;0;58;4;62;62;100;0;0;100;0;0;100;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Streptococcus hyovaginalis;GP;0;0;9;100;0;0;73;0;0;100;66;0;0;5;100;98;100;0;100;0;0;0;100;0;100;98;100;100;100;100;0;0;0;0;100;0;100;0;61;100;36;0;100;100;0;100;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;95;48;95;75;100;0;0;50;0;0;0;0
Streptococcus infantis;GP;0;0;0;69;0;0;0;0;0;88;0;50;0;0;100;100;100;0;88;0;50;0;100;0;100;94;100;100;0;100;0;94;62;44;0;50;50;0;88;31;100;0;0;100;0;0;94;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;50;12;0;0;0;0;0;0;0;0;0;0
Streptococcus infantarius ss coli;GP;0;0;0;100;100;0;35;0;0;100;0;0;0;0;40;60;100;0;80;0;0;0;100;0;100;100;100;100;0;100;0;100;80;80;0;50;70;0;100;55;100;0;0;100;0;0;100;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0
Streptococcus infantarius ss infantarius;GP;0;0;0;100;0;0;5;0;0;100;100;0;0;0;0;90;100;0;80;0;0;0;100;0;100;100;100;100;0;100;0;0;0;0;60;0;0;0;0;100;0;0;0;20;0;0;0;100;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;30;0;0;0;10;0;0;0;0;0;0;0
Streptococcus iniae;GP;0;0;0;97;47;0;3;0;0;100;66;0;0;0;84;56;100;0;31;0;6;0;100;0;0;0;100;100;100;100;31;0;0;0;31;0;0;0;3;100;0;0;28;100;0;6;0;100;0;100;12;0;0;0;62;0;0;0;0;0;0;0;100;0;38;100;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;100;100;100;100;97;97;100;72;0;53;100
Streptococcus intermedius;GP;0;0;0;100;6;0;31;0;0;100;75;6;0;0;75;75;100;0;97;0;50;0;100;0;100;94;100;100;0;100;0;0;0;0;12;9;38;0;16;25;3;0;0;97;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;94;0;91;0;38;62;0;19;88;59;97;0
Streptococcus intestinalis;GP;0;0;0;42;0;0;0;0;0;17;0;100;0;0;50;100;100;0;0;0;100;0;100;0;0;0;100;96;0;100;0;0;0;0;0;0;100;0;0;33;0;0;0;33;0;0;0;100;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Streptococcus macacae;GP;0;0;0;39;0;0;32;0;7;43;0;4;0;0;50;50;100;0;4;0;4;0;100;0;0;0;100;100;82;100;0;0;0;0;0;0;14;0;0;11;0;0;0;100;0;21;0;100;0;100;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0
Streptococcus macedonicus;GP;0;0;0;100;0;0;0;0;0;85;0;0;10;0;0;100;100;0;100;0;0;0;100;0;100;100;100;100;0;100;0;100;50;75;0;50;25;0;90;30;100;0;0;60;0;0;100;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;0;0;5;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;25;30;0;0;0;0;0;0;0;0;0
Streptococcus mitis;GP;0;0;0;100;2;0;82;0;0;100;100;0;0;0;0;100;100;0;82;0;0;0;100;0;100;89;100;100;0;100;0;0;0;0;75;0;0;0;50;98;0;0;0;0;0;0;0;100;39;100;66;0;0;0;0;0;0;0;0;0;0;0;5;0;0;95;0;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;36;95;5;18;45;0;0;0;0;0;0
Streptococcus mutans/ratti;GP;0;0;0;82;0;76;9;0;0;71;0;88;0;0;94;94;100;0;94;0;41;0;100;0;100;88;100;100;100;100;0;100;0;0;0;18;65;0;82;15;100;0;0;100;0;50;100;100;29;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Streptococcus oralis;GP;0;0;0;100;0;0;67;0;0;25;0;0;0;0;0;29;100;0;33;0;0;0;100;0;100;50;100;100;0;100;0;0;0;0;79;0;0;0;12;100;0;0;0;33;0;0;0;100;0;100;71;0;0;0;0;0;0;0;0;0;0;0;100;0;0;42;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92;58;0;67;0;25;8;0;12;0;0;0;17
Streptococcus parasanguinis;GP;0;0;0;100;0;0;100;0;0;100;70;100;0;0;100;100;100;0;40;0;100;0;100;0;100;100;100;100;0;100;0;0;0;0;0;0;100;0;60;35;0;0;0;100;0;0;0;100;100;100;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;10;0;45;0;0;0;0;0;0;0
Streptococcus peroris;GP;0;0;0;100;0;0;90;0;0;100;100;0;0;0;0;100;100;0;100;0;0;0;100;0;100;100;100;100;0;100;0;0;0;40;95;0;0;0;0;100;90;0;0;90;0;0;0;100;55;5;0;0;0;0;90;0;0;0;0;0;5;0;100;5;0;80;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;30;100;30;100;0;0;30;20;0;0;0
Streptococcus phocae;GP;0;0;0;100;0;0;75;0;0;80;80;0;0;0;0;0;100;0;0;0;0;0;100;0;0;0;100;100;0;100;0;0;0;0;100;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;85;0;0;0;35;0;0;0;0;0;0;0;100;0;0;100;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;100;100;0;55;25;100;20;100;0
Streptococcus pluranimalium;GP;0;0;0;100;0;0;0;0;0;100;69;0;0;0;0;50;100;0;6;0;0;0;100;0;50;38;100;100;100;100;0;0;0;0;100;0;0;0;0;100;0;0;0;0;0;62;0;100;0;100;0;0;0;0;50;0;0;0;0;0;0;0;100;0;0;50;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;12;0;12;0;50;0;0;0;0;0;0;0
